word_ID	word	word_count_in_CTB	difficulty_level	type
199	體壇	5	1	n-head
200	國中	27	3	n-head
201	女排	2	1	n-head
204	收益	18	1	n-head
205	國一	1	3	n-head
212	密笈	1	1	n-head
213	跳板	3	1	n-head
217	官職	1	2	n-head
218	大氣	6	1	n-head
219	豪雨	2	1	n-head
220	極力	8	1	n-head
222	貨輪	1	1	n-head
223	道統	2	2	n-head
226	高地	1	1	n-head
228	體型	3	1	n-head
230	滄海	1	2	n-head
239	殿檻	2	1	n-head
245	役期	1	1	n-head
246	颶風	1	1	n-head
247	尾款	1	1	n-head
251	異己	2	2	n-head
252	病原	1	1	n-head
254	廁紙	2	1	n-head
259	香精	2	1	n-head
270	民心	13	1	n-head
273	密碼	1	1	n-head
274	蜂籠	1	1	n-head
275	南帖	1	2	n-head
278	殘渣	2	1	n-head
279	高商	1	1	n-head
280	片廠	2	1	n-head
281	論文	9	1	n-head
282	北方	23	2	n-head
285	鮭魚	1	1	n-head
288	男排	1	1	n-head
291	大業	8	1	n-head
293	寵物	1	1	n-head
295	課業	1	1	n-head
297	客籍	2	1	n-head
299	信條	1	1	n-head
300	功率	1	2	n-head
302	茶鄉	3	1	n-head
304	玉雕	2	1	n-head
305	友人	4	2	n-head
306	煤礦	2	1	n-head
307	墓穴	3	1	n-head
308	戰火	6	1	n-head
310	常識	1	1	n-head
315	火雞	1	1	n-head
316	院線	3	2	n-head
317	萬物	3	1	n-head
323	傢俱	10	2	n-head
330	沉井	4	1	n-head
332	體協	1	2	n-head
334	視覺	5	1	n-head
335	優點	4	1	n-head
337	半島	18	1	n-head
341	溪水	1	1	n-head
345	強權	6	1	n-head
349	後患	1	1	n-head
351	會館	3	1	n-head
352	牛奶	3	1	n-head
354	奇招	2	1	n-head
358	半山	1	1	n-head
359	慰藉	1	2	n-head
362	論戰	4	1	n-head
363	鍵盤	1	1	n-head
367	鮪類	1	1	n-head
371	熱浪	1	1	n-head
375	館藏	3	2	n-head
378	難民	17	1	n-head
380	病人	10	1	n-head
381	民宅	6	1	n-head
382	訓示	1	1	n-head
383	酷吏	1	1	n-head
384	西諺	1	1	n-head
385	瓷杯	1	1	n-head
386	直覺	2	2	n-head
389	抽屜	1	2	n-head
390	方志	4	2	n-head
392	迷航	1	1	n-head
394	內閣	11	1	n-head
397	誤會	3	1	n-head
399	把戲	1	2	n-head
405	書風	7	2	n-head
406	元首	18	3	n-head
407	滿心	1	2	n-head
411	學系	2	1	n-head
412	壕溝	1	1	n-head
414	奇情	1	1	n-head
415	機車	4	1	n-head
416	胡瓜	1	1	n-head
417	政海	1	1	n-head
418	外景	1	1	n-head
423	光頭	1	1	n-head
424	曲風	3	1	n-head
426	異地	5	1	n-head
428	啟示	5	2	n-head
429	木釘	1	1	n-head
432	副理	1	1	n-head
433	廠牌	2	2	n-head
434	女婿	1	1	n-head
435	殊榮	5	1	n-head
437	海路	2	1	n-head
439	專機	1	1	n-head
442	絲繩	1	2	n-head
443	原件	1	1	n-head
446	餘蔭	1	1	n-head
451	總數	24	1	n-head
452	潛力	28	1	n-head
453	居所	3	1	n-head
455	旅客	16	1	n-head
458	食譜	2	1	n-head
460	高中	29	1	n-head
461	後山	1	1	n-head
464	朝野	31	3	n-head
467	天才	5	1	n-head
469	短桿	1	1	n-head
474	伏筆	1	3	n-head
478	漆屏	1	3	n-head
481	引橋	1	2	n-head
483	石材	2	2	n-head
486	差距	26	1	n-head
487	扁柏	12	1	n-head
488	個展	2	2	n-head
489	碑名	1	2	n-head
497	坐骨	1	1	n-head
503	強敵	1	1	n-head
505	教材	15	1	n-head
507	區塊	2	1	n-head
508	天意	1	2	n-head
513	股票	48	1	n-head
514	文憑	4	2	n-head
516	襯衫	4	1	n-head
518	力氣	2	2	n-head
521	桿數	3	1	n-head
524	樂隊	1	1	n-head
526	母廠	1	1	n-head
529	證人	3	1	n-head
531	散文	3	1	n-head
532	棲地	1	1	n-head
538	枷累	1	1	n-head
539	掩體	3	1	n-head
540	燃料	12	1	n-head
541	冬衣	1	1	n-head
546	歡歌	1	1	n-head
548	日商	3	1	n-head
549	下風	1	1	n-head
550	巨資	4	1	n-head
553	群雄	2	1	n-head
561	職系	1	1	n-head
562	邊檢	1	1	n-head
565	六輕	11	2	n-head
566	短文	2	1	n-head
568	印傭	1	1	n-head
569	風車	7	1	n-head
570	戲服	1	1	n-head
572	訓犬	1	1	n-head
575	布袋	4	1	n-head
578	公車	1	1	n-head
579	勁敵	3	2	n-head
583	貨船	1	1	n-head
585	大廠	3	1	n-head
586	上面	11	1	n-head
588	大廈	23	1	n-head
589	誠意	6	1	n-head
593	大度	1	1	n-head
597	後場	1	1	n-head
600	鋒芒	1	1	n-head
601	港片	6	1	n-head
603	大師	19	2	n-head
612	黨證	1	2	n-head
616	肝癌	2	1	n-head
621	敬意	3	1	n-head
624	通病	1	1	n-head
625	人聲	5	1	n-head
626	動感	1	1	n-head
629	經理	26	2	n-head
630	肝病	3	1	n-head
632	畫像	4	2	n-head
634	論壇	14	1	n-head
639	墨水	2	1	n-head
642	海蜇	1	1	n-head
647	連理	2	2	n-head
648	同體	1	1	n-head
649	微利	1	1	n-head
651	人群	6	1	n-head
655	外幣	6	1	n-head
657	童星	1	1	n-head
659	對手	33	1	n-head
664	中道	1	1	n-head
665	大將	1	1	n-head
671	男單	6	1	n-head
672	配件	6	1	n-head
674	烤箱	1	1	n-head
679	村落	5	2	n-head
680	用地	5	1	n-head
681	大字	1	1	n-head
682	喬木	2	1	n-head
683	文官	2	1	n-head
684	缺點	5	1	n-head
685	紅茶	1	1	n-head
687	勞工	27	1	n-head
688	重點	200	1	n-head
692	住民	2	1	n-head
695	劇校	1	1	n-head
698	電工	4	1	n-head
699	公訴	1	1	n-head
700	善款	1	1	n-head
703	實效	1	2	n-head
704	縣志	1	1	n-head
705	演劇	1	1	n-head
710	巨蛋	1	1	n-head
711	海葵	1	1	n-head
713	客流	1	1	n-head
717	地雷	5	1	n-head
721	敏感	10	1	n-head
724	大姓	1	1	n-head
728	日人	2	1	n-head
730	省籍	9	1	n-head
744	胎氣	1	1	n-head
747	導彈	37	1	n-head
748	民代	5	1	n-head
749	山區	13	2	n-head
750	複賽	5	1	n-head
751	副業	1	1	n-head
754	午休	1	1	n-head
755	詳情	4	1	n-head
758	後勁	6	1	n-head
760	大壩	8	1	n-head
761	用品	17	1	n-head
763	東線	1	3	n-head
769	聯盟	61	2	n-head
778	小幅	2	2	n-head
779	鏢客	1	1	n-head
782	階梯	2	2	n-head
784	軍餉	2	1	n-head
787	內衣	5	1	n-head
788	詩意	3	1	n-head
789	鼓聲	1	1	n-head
790	要素	3	1	n-head
792	珠算	1	1	n-head
793	小工	1	1	n-head
795	標語	2	1	n-head
796	福證	3	2	n-head
799	大城	2	1	n-head
812	絕症	1	1	n-head
813	逃犯	1	1	n-head
816	空港	3	1	n-head
817	客機	4	1	n-head
818	國風	1	1	n-head
819	量體	3	1	n-head
820	艷陽	6	1	n-head
821	佤族	1	2	n-head
822	親眼	4	1	n-head
824	族人	4	2	n-head
825	槓鈴	1	1	n-head
826	影后	2	1	n-head
827	弓形	1	1	n-head
830	綠水	2	1	n-head
833	一邊	8	2	n-head
834	機能	3	2	n-head
840	倉儲	14	2	n-head
841	夢土	1	1	n-head
848	小將	9	1	n-head
849	字牌	1	1	n-head
851	紙箱	4	1	n-head
855	豬肉	3	2	n-head
861	落差	3	2	n-head
868	歲幣	3	2	n-head
873	隱憂	4	2	n-head
874	織品	1	2	n-head
878	外地	8	1	n-head
879	家族	35	3	n-head
880	後代	8	2	n-head
883	比分	2	3	n-head
886	一身	5	3	n-head
890	家數	3	3	n-head
892	司長	26	1	n-head
894	罰金	1	2	n-head
895	男人	47	1	n-head
902	戰局	2	3	n-head
903	蕨類	1	2	n-head
905	一路	14	2	n-head
907	火苗	1	2	n-head
908	關稅	14	2	n-head
909	珍禽	2	1	n-head
916	毅力	1	3	n-head
918	走廊	7	1	n-head
920	力度	51	2	n-head
922	廠房	17	2	n-head
924	悲觀	3	2	n-head
925	贈款	2	1	n-head
927	座椅	1	1	n-head
929	林班	1	3	n-head
933	高點	1	2	n-head
934	烽火	4	1	n-head
937	美資	5	2	n-head
938	喜感	1	1	n-head
941	鄉人	2	2	n-head
944	合金	3	1	n-head
946	淺海	1	1	n-head
947	音頻	1	1	n-head
948	遺志	1	1	n-head
953	現狀	11	1	n-head
956	單幫	1	1	n-head
963	狂風	1	1	n-head
964	乾糧	1	1	n-head
966	寮屋	1	2	n-head
968	縣城	1	2	n-head
972	髮髻	2	1	n-head
974	堅甲	1	1	n-head
976	柳杉	2	1	n-head
979	飯碗	1	1	n-head
983	中藥	5	1	n-head
984	浴簾	1	1	n-head
988	大典	6	1	n-head
995	刑法	2	1	n-head
1002	金鑒	1	3	n-head
1003	泥質	1	1	n-head
1004	正宗	1	2	n-head
1005	全能	2	2	n-head
1006	外務	1	1	n-head
1008	電台	29	2	n-head
1011	藍衫	2	1	n-head
1013	古鎮	1	1	n-head
1014	力學	1	1	n-head
1015	命脈	8	2	n-head
1016	廣度	4	1	n-head
1017	文傳	2	2	n-head
1018	善意	10	1	n-head
1020	調人	4	2	n-head
1026	廁所	1	2	n-head
1027	險峰	1	1	n-head
1028	重鎮	10	1	n-head
1029	特點	23	1	n-head
1032	公署	14	2	n-head
1034	主艙	1	1	n-head
1036	呼聲	5	1	n-head
1037	總分	1	1	n-head
1039	騷亂	1	2	n-head
1048	天份	1	3	n-head
1051	前排	1	1	n-head
1053	電剪	1	1	n-head
1054	聖火	1	1	n-head
1055	車道	1	1	n-head
1057	貨物	55	2	n-head
1061	死因	3	1	n-head
1065	小品	4	1	n-head
1066	條例	76	2	n-head
1068	故國	1	1	n-head
1069	外傷	1	1	n-head
1071	外債	16	1	n-head
1073	外傭	1	1	n-head
1074	序曲	1	2	n-head
1076	床板	1	1	n-head
1080	寶地	3	1	n-head
1082	銅管	1	1	n-head
1084	數值	2	2	n-head
1089	職權	12	1	n-head
1090	富家	2	2	n-head
1092	增幅	26	2	n-head
1097	亮片	1	1	n-head
1098	蘭科	1	1	n-head
1099	典範	10	2	n-head
1100	末端	1	2	n-head
1102	速效	1	1	n-head
1103	公約	15	1	n-head
1107	僑辦	3	2	n-head
1109	監獄	14	3	n-head
1112	外企	11	1	n-head
1113	教務	1	1	n-head
1116	密宗	9	1	n-head
1120	科研	45	2	n-head
1123	刑案	2	1	n-head
1131	名詞	5	2	n-head
1133	近海	5	2	n-head
1134	作家	35	2	n-head
1140	名言	2	1	n-head
1144	綠意	2	2	n-head
1145	家屬	11	2	n-head
1149	儀表	1	2	n-head
1154	地表	1	1	n-head
1155	定律	1	1	n-head
1156	專制	1	2	n-head
1157	年期	1	2	n-head
1160	專利	29	1	n-head
1161	國賊	2	1	n-head
1164	巨石	1	1	n-head
1165	預賽	9	1	n-head
1166	歌壇	3	1	n-head
1168	貨源	6	2	n-head
1169	輪胎	3	3	n-head
1176	分校	1	1	n-head
1177	訪客	3	1	n-head
1179	詩句	3	2	n-head
1180	味精	1	2	n-head
1185	光纖	26	1	n-head
1190	友邦	10	2	n-head
1191	閏秒	7	1	n-head
1193	猛藥	3	1	n-head
1194	罪行	8	1	n-head
1196	果樹	3	1	n-head
1199	政協	15	2	n-head
1201	著作	13	2	n-head
1202	河谷	3	1	n-head
1203	睡意	1	1	n-head
1205	品牌	27	1	n-head
1206	商戰	1	1	n-head
1207	白米	1	1	n-head
1208	建商	1	1	n-head
1210	擔心	38	3	n-head
1213	歌團	1	1	n-head
1215	水體	1	1	n-head
1218	字數	1	1	n-head
1219	春陽	1	1	n-head
1223	進度	20	1	n-head
1226	遊客	32	1	n-head
1227	劣勢	1	1	n-head
1230	週年	51	1	n-head
1231	高鐵	24	2	n-head
1234	史記	3	2	n-head
1241	城牆	1	1	n-head
1243	精礦	1	2	n-head
1248	預言	7	1	n-head
1249	武力	20	1	n-head
1251	走卒	1	1	n-head
1252	名號	3	2	n-head
1254	分支	9	3	n-head
1255	定局	1	2	n-head
1256	鋼材	9	3	n-head
1257	提綱	2	1	n-head
1261	財氣	3	3	n-head
1265	磁鐵	1	2	n-head
1269	宮女	2	3	n-head
1270	稅法	1	1	n-head
1275	雜事	1	1	n-head
1276	低壓	1	2	n-head
1278	羚羊	5	3	n-head
1285	混戰	1	1	n-head
1288	壯丁	1	1	n-head
1289	口試	2	1	n-head
1290	公益	3	2	n-head
1292	貝殼	1	3	n-head
1299	學弟	1	3	n-head
1300	席次	2	1	n-head
1306	松樹	1	3	n-head
1309	變貌	1	1	n-head
1311	組曲	6	1	n-head
1312	平房	2	1	n-head
1314	家園	12	3	n-head
1315	故人	1	1	n-head
1316	簡訊	10	1	n-head
1318	通廊	1	1	n-head
1321	成分	10	3	n-head
1323	慘案	3	1	n-head
1325	幽情	1	1	n-head
1328	看板	5	2	n-head
1329	幻想	1	2	n-head
1330	豎琴	1	1	n-head
1334	質感	4	3	n-head
1335	思路	8	2	n-head
1342	評價	33	2	n-head
1343	餐桌	2	1	n-head
1345	宦場	1	3	n-head
1348	下線	1	1	n-head
1349	貨梯	1	1	n-head
1350	上線	2	1	n-head
1351	先祖	1	2	n-head
1352	園藝	1	2	n-head
1356	終日	3	1	n-head
1357	花絮	2	3	n-head
1362	蛇年	1	1	n-head
1368	銅片	1	2	n-head
1369	光碟	13	2	n-head
1371	地膜	1	2	n-head
1372	廠區	5	1	n-head
1374	油藏	2	2	n-head
1375	本營	1	1	n-head
1378	初年	1	1	n-head
1380	銀牌	14	1	n-head
1386	指針	1	2	n-head
1387	海港	7	1	n-head
1388	明鏡	3	1	n-head
1402	華商	2	1	n-head
1405	學家	1	1	n-head
1408	謎題	1	1	n-head
1409	上篇	1	1	n-head
1411	成份	5	3	n-head
1412	頭腦	6	2	n-head
1415	南面	2	1	n-head
1416	統帥	1	1	n-head
1418	心防	2	2	n-head
1422	民風	3	1	n-head
1424	球手	1	2	n-head
1425	攤位	5	2	n-head
1426	仁政	2	1	n-head
1427	米粉	34	3	n-head
1429	上等	1	2	n-head
1439	香味	1	1	n-head
1442	人數	54	3	n-head
1443	農村	95	1	n-head
1444	家務	2	1	n-head
1447	黑牢	2	1	n-head
1452	海水	10	1	n-head
1454	見方	1	2	n-head
1455	分廠	2	2	n-head
1457	真情	1	1	n-head
1458	濾網	1	3	n-head
1459	副刊	1	2	n-head
1464	歌伎	1	2	n-head
1465	擘圖	1	2	n-head
1466	陣地	6	2	n-head
1468	獎盃	6	1	n-head
1470	陽台	2	2	n-head
1479	佛像	1	3	n-head
1483	安土	1	1	n-head
1484	丞相	2	3	n-head
1486	男體	1	1	n-head
1487	光環	11	2	n-head
1494	旋風	8	3	n-head
1498	訂單	15	2	n-head
1500	近憂	1	2	n-head
1504	百物	1	1	n-head
1507	工法	1	2	n-head
1518	抗體	1	1	n-head
1521	菲傭	2	1	n-head
1523	布條	2	1	n-head
1524	台胞	13	1	n-head
1527	黑潮	1	2	n-head
1528	人手	2	2	n-head
1536	商圈	2	1	n-head
1537	陽光	9	3	n-head
1539	大麻	1	2	n-head
1544	大麥	1	1	n-head
1548	想法	19	3	n-head
1551	現年	4	1	n-head
1552	港劇	1	1	n-head
1553	列女	1	1	n-head
1557	處方	1	3	n-head
1559	鈔票	5	2	n-head
1565	家事	4	1	n-head
1566	幻境	1	1	n-head
1570	美眉	1	2	n-head
1571	院區	2	2	n-head
1574	農技	1	2	n-head
1581	色系	1	1	n-head
1582	獎牌	1	1	n-head
1583	華人	76	1	n-head
1587	地租	1	1	n-head
1592	首位	1	2	n-head
1597	梭魚	1	2	n-head
1600	商品	150	2	n-head
1602	兵權	1	1	n-head
1606	工業	357	2	n-head
1607	閒步	2	3	n-head
1610	布料	1	3	n-head
1612	定值	1	1	n-head
1613	新鞋	1	1	n-head
1614	毛額	1	2	n-head
1620	市政	3	2	n-head
1624	客人	18	3	n-head
1625	重罪	1	1	n-head
1626	公款	1	1	n-head
1628	一生	10	2	n-head
1633	燒鹼	2	3	n-head
1636	論集	1	2	n-head
1638	酒趣	1	3	n-head
1639	習氣	1	3	n-head
1646	白派	4	3	n-head
1647	主流	28	2	n-head
1650	木桿	3	2	n-head
1653	南軍	1	1	n-head
1654	黨校	5	2	n-head
1655	垂涎	1	2	n-head
1656	冷感	1	2	n-head
1659	生靈	2	2	n-head
1660	前人	3	1	n-head
1664	高薪	4	1	n-head
1665	援款	1	1	n-head
1668	女郎	2	2	n-head
1670	仙女	3	2	n-head
1672	中游	3	1	n-head
1676	猛男	2	1	n-head
1681	末期	7	3	n-head
1683	盛情	1	1	n-head
1684	考據	3	3	n-head
1685	仕女	4	2	n-head
1687	木材	7	2	n-head
1692	板岩	2	1	n-head
1697	哲學	14	2	n-head
1700	工日	1	2	n-head
1703	球場	21	1	n-head
1706	宋人	3	1	n-head
1709	利兵	1	2	n-head
1715	貴婦	1	1	n-head
1717	彩陶	1	1	n-head
1720	保額	1	2	n-head
1722	樟樹	1	1	n-head
1726	課題	18	3	n-head
1727	阻力	1	1	n-head
1728	槌球	1	1	n-head
1731	鼻孔	1	1	n-head
1732	球團	1	3	n-head
1733	荒山	1	1	n-head
1742	法界	1	2	n-head
1744	愛情	12	2	n-head
1746	果園	1	1	n-head
1747	防務	5	3	n-head
1751	地理	20	3	n-head
1760	股份	29	2	n-head
1761	鴕鳥	3	2	n-head
1762	白楊	1	2	n-head
1766	汽缸	1	2	n-head
1769	高興	29	2	n-head
1770	學人	3	2	n-head
1771	因素	61	2	n-head
1775	大陸	338	1	n-head
1776	慘境	1	1	n-head
1778	文集	1	2	n-head
1781	長條	1	1	n-head
1782	農學	1	2	n-head
1783	頑石	1	2	n-head
1784	二弟	2	1	n-head
1787	長桿	1	1	n-head
1790	西學	1	1	n-head
1793	聽力	7	1	n-head
1794	白條	1	1	n-head
1795	各界	24	2	n-head
1798	大關	3	1	n-head
1799	真品	2	1	n-head
1804	試點	43	2	n-head
1805	局長	33	2	n-head
1807	別人	45	2	n-head
1808	語音	5	2	n-head
1810	農婦	1	1	n-head
1811	流星	1	1	n-head
1814	民調	10	2	n-head
1815	盲女	1	1	n-head
1818	罪狀	1	2	n-head
1819	罪犯	1	2	n-head
1820	賣價	1	2	n-head
1821	僑眷	1	2	n-head
1824	機廠	9	2	n-head
1826	漁輪	1	3	n-head
1828	高考	2	2	n-head
1829	燈飾	1	1	n-head
1832	籃球	4	2	n-head
1842	快艇	1	1	n-head
1844	鹽湖	2	1	n-head
1846	長日	1	1	n-head
1848	捶球	2	2	n-head
1852	茶室	1	2	n-head
1853	卡號	1	1	n-head
1854	舊習	1	1	n-head
1855	年份	15	2	n-head
1856	主旨	1	1	n-head
1857	梅雨	1	1	n-head
1859	總長	4	3	n-head
1860	療法	22	1	n-head
1861	肉丸	1	3	n-head
1862	慶典	12	1	n-head
1863	食客	1	1	n-head
1867	神氣	1	3	n-head
1868	中期	25	2	n-head
1873	批量	3	2	n-head
1874	洋樓	1	1	n-head
1881	林務	1	1	n-head
1884	聾人	2	1	n-head
1886	穀倉	1	1	n-head
1888	主播	20	1	n-head
1890	職位	13	2	n-head
1891	盛夏	2	1	n-head
1892	工廠	47	1	n-head
1893	英才	2	1	n-head
1898	草坪	2	3	n-head
1899	石雕	2	1	n-head
1907	匪諜	5	2	n-head
1916	跑道	9	1	n-head
1918	末年	4	1	n-head
1921	原籍	1	1	n-head
1928	大選	25	2	n-head
1930	盟國	1	1	n-head
1931	大道	2	1	n-head
1936	專電	1	1	n-head
1938	紡品	1	1	n-head
1939	巨岩	1	1	n-head
1940	水腦	1	1	n-head
1942	實體	3	2	n-head
1945	樹幹	1	1	n-head
1949	表皮	1	1	n-head
1950	本島	4	1	n-head
1952	內心	14	1	n-head
1953	熟食	1	1	n-head
1960	仙人	1	1	n-head
1962	碳素	1	2	n-head
1963	名流	1	2	n-head
1964	地毯	1	1	n-head
1966	試題	1	1	n-head
1968	荒原	1	1	n-head
1969	百態	1	1	n-head
1972	地殼	1	3	n-head
1976	專長	3	2	n-head
1977	酵素	2	2	n-head
1982	用詞	1	2	n-head
1987	主意	2	3	n-head
1995	兇手	3	2	n-head
1997	罰款	10	2	n-head
2002	內幕	4	1	n-head
2003	草叢	1	1	n-head
2004	手銬	1	1	n-head
2005	巫婆	2	1	n-head
2006	精度	2	2	n-head
2008	苦心	3	1	n-head
2010	神木	6	1	n-head
2014	要務	1	1	n-head
2016	王室	1	1	n-head
2018	京劇	3	1	n-head
2021	海域	14	1	n-head
2025	牛耳	1	1	n-head
2027	生詞	1	1	n-head
2029	機型	4	1	n-head
2030	炮台	1	1	n-head
2031	影評	4	1	n-head
2033	上方	3	1	n-head
2034	地標	10	1	n-head
2037	榮況	1	1	n-head
2039	盟友	1	1	n-head
2040	軟殺	2	1	n-head
2041	新衣	2	1	n-head
2042	大賽	15	1	n-head
2043	美景	3	1	n-head
2047	壁飾	1	1	n-head
2050	天象	1	1	n-head
2052	常例	1	1	n-head
2053	酒罈	1	1	n-head
2055	磁磚	1	1	n-head
2057	來電	1	1	n-head
2061	單項	5	1	n-head
2063	雨量	2	1	n-head
2067	乖孫	1	1	n-head
2069	公害	1	1	n-head
2072	筆記	1	2	n-head
2073	鎮長	4	1	n-head
2077	療效	6	1	n-head
2079	水系	1	1	n-head
2084	邊防	4	1	n-head
2088	私塾	1	1	n-head
2089	西側	4	1	n-head
2091	油污	12	1	n-head
2092	內存	2	1	n-head
2094	雪道	3	1	n-head
2102	門將	1	1	n-head
2103	面膜	1	1	n-head
2104	殿試	1	1	n-head
2105	正門	2	1	n-head
2108	外資	402	1	n-head
2109	電路	11	1	n-head
2110	戶量	1	1	n-head
2113	美援	2	1	n-head
2114	頭條	2	1	n-head
2115	核霸	6	1	n-head
2118	甄試	3	2	n-head
2121	中年	75	1	n-head
2123	紅利	1	1	n-head
2125	同根	1	1	n-head
2130	蜜餞	1	2	n-head
2131	默契	5	1	n-head
2134	本土	33	1	n-head
2135	印章	5	3	n-head
2136	河段	1	1	n-head
2139	電費	3	1	n-head
2140	農事	1	1	n-head
2141	百家	2	1	n-head
2148	樓層	3	1	n-head
2149	惡女	1	1	n-head
2153	銅器	5	1	n-head
2155	宿願	1	1	n-head
2160	書展	12	1	n-head
2162	骨科	1	1	n-head
2164	山色	1	1	n-head
2165	閃失	1	3	n-head
2170	警犬	17	1	n-head
2174	火圈	1	1	n-head
2180	蒜蓉	1	2	n-head
2182	推手	3	1	n-head
2184	景氣	33	3	n-head
2187	兵器	3	1	n-head
2191	外觀	6	1	n-head
2192	坡度	1	1	n-head
2193	演習	9	3	n-head
2194	內城	2	1	n-head
2197	鑽石	2	2	n-head
2198	犛牛	6	2	n-head
2200	卵石	1	1	n-head
2202	機具	1	1	n-head
2203	思潮	9	1	n-head
2206	布偶	2	1	n-head
2207	藥專	1	1	n-head
2208	流域	51	1	n-head
2210	群巒	1	1	n-head
2213	力量	73	1	n-head
2214	榮景	7	1	n-head
2215	身段	3	1	n-head
2216	小販	3	1	n-head
2227	外行	2	1	n-head
2232	禮單	1	1	n-head
2234	油杉	2	1	n-head
2238	老兵	1	1	n-head
2240	步道	1	1	n-head
2243	主塔	1	1	n-head
2248	上帝	1	1	n-head
2249	首頁	1	1	n-head
2250	良方	2	1	n-head
2254	片種	1	1	n-head
2255	樹叢	1	1	n-head
2256	新聞	294	1	n-head
2259	會址	1	1	n-head
2262	家門	1	1	n-head
2263	導論	1	1	n-head
2268	鬚根	1	1	n-head
2270	印痕	1	1	n-head
2273	美帝	1	1	n-head
2274	核酸	2	2	n-head
2276	母艦	1	1	n-head
2278	河景	1	1	n-head
2280	額度	1	1	n-head
2286	一己	1	2	n-head
2287	史料	7	1	n-head
2289	專論	1	1	n-head
2292	高潮	4	1	n-head
2295	明珠	1	1	n-head
2297	心目	5	2	n-head
2298	內向	2	3	n-head
2302	王冠	2	1	n-head
2307	寶貝	2	2	n-head
2308	老伴	2	1	n-head
2309	短視	2	1	n-head
2310	左側	1	1	n-head
2311	風勢	1	1	n-head
2312	灣區	1	1	n-head
2314	上將	3	1	n-head
2316	來路	1	2	n-head
2317	入口	3	1	n-head
2320	樂壇	8	1	n-head
2323	樣品	4	1	n-head
2325	正路	1	1	n-head
2328	陰霾	2	1	n-head
2329	壯觀	1	2	n-head
2334	賣點	5	1	n-head
2335	天色	2	1	n-head
2338	美專	1	2	n-head
2340	地形	6	1	n-head
2342	屋脊	1	1	n-head
2349	巨人	3	1	n-head
2350	大致	5	2	n-head
2351	頁數	1	1	n-head
2353	北線	1	1	n-head
2355	引言	1	1	n-head
2357	血液	12	1	n-head
2358	坡壁	1	1	n-head
2362	右拳	1	1	n-head
2365	容量	20	1	n-head
2367	大腦	1	1	n-head
2373	伙食	1	1	n-head
2375	魅影	1	1	n-head
2379	活力	33	1	n-head
2380	遺跡	7	1	n-head
2381	熱血	1	1	n-head
2385	樂器	12	1	n-head
2386	污泥	2	1	n-head
2394	苦功	1	1	n-head
2395	原汁	1	1	n-head
2397	精光	1	2	n-head
2400	獨力	3	1	n-head
2401	政見	11	2	n-head
2402	政要	4	1	n-head
2403	心率	1	1	n-head
2408	晚期	2	1	n-head
2409	攤販	2	1	n-head
2411	援兵	1	1	n-head
2412	皇冠	1	1	n-head
2413	步調	8	1	n-head
2415	功課	10	3	n-head
2417	坡地	3	1	n-head
2419	音效	2	1	n-head
2420	土建	1	1	n-head
2422	空難	3	1	n-head
2423	美女	1	1	n-head
2424	店面	5	1	n-head
2427	漫畫	2	1	n-head
2429	別館	1	1	n-head
2434	宅院	1	2	n-head
2435	線路	11	1	n-head
2438	花城	1	1	n-head
2441	變數	13	1	n-head
2443	民生	22	2	n-head
2444	麵包	5	1	n-head
2447	議案	9	1	n-head
2448	單調	2	1	n-head
2449	水災	9	1	n-head
2452	環襯	1	1	n-head
2455	行業	85	2	n-head
2456	回族	2	1	n-head
2462	書券	1	2	n-head
2464	武裝	36	1	n-head
2465	四方	4	1	n-head
2467	新秀	3	1	n-head
2473	內亂	2	1	n-head
2474	學院	46	1	n-head
2481	明渠	1	1	n-head
2482	天線	3	1	n-head
2485	店長	2	1	n-head
2487	肉餅	1	1	n-head
2488	法官	24	1	n-head
2492	樓價	1	1	n-head
2493	頭家	1	1	n-head
2497	先兆	1	1	n-head
2498	後盾	4	1	n-head
2501	客運	8	1	n-head
2504	藏品	1	1	n-head
2505	棘皮	1	1	n-head
2508	台座	1	1	n-head
2510	舞會	9	1	n-head
2511	歌詞	5	1	n-head
2515	渾身	2	1	n-head
2518	韓文	1	1	n-head
2520	口徑	5	1	n-head
2521	天篷	1	2	n-head
2525	鐵畫	1	1	n-head
2527	沿岸	15	1	n-head
2533	落葉	1	1	n-head
2538	陸軍	2	1	n-head
2540	菜農	5	1	n-head
2541	行星	9	1	n-head
2542	濃度	1	1	n-head
2543	時效	1	2	n-head
2554	仔魚	1	1	n-head
2556	分項	1	1	n-head
2557	警政	1	1	n-head
2558	網路	116	1	n-head
2562	水氣	2	1	n-head
2563	河岸	2	1	n-head
2568	渠道	23	1	n-head
2569	盲點	2	1	n-head
2570	史實	5	1	n-head
2571	語系	2	1	n-head
2573	迷霧	1	1	n-head
2574	水母	2	1	n-head
2575	地址	7	1	n-head
2577	音律	1	1	n-head
2580	亮點	1	1	n-head
2581	票券	7	1	n-head
2583	原料	33	1	n-head
2584	結餘	1	1	n-head
2586	僑屬	1	1	n-head
2587	祭典	6	1	n-head
2588	手續	19	2	n-head
2592	新生	7	1	n-head
2596	北疆	1	1	n-head
2598	渡輪	3	1	n-head
2600	針孔	1	1	n-head
2608	多空	1	2	n-head
2609	票價	3	1	n-head
2610	漁獲	4	1	n-head
2614	勝算	1	1	n-head
2618	眼鏡	7	1	n-head
2625	範本	6	1	n-head
